SITE_ID,GROUP_ID,VARIABLE_GROUP,VARIABLE,DATAVALUE
AR-TF2,247,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Quality flag for LW_IN_F, fraction between 0-1, indicating percentage of measured and good quality gapfill data"
AR-TF2,247,GRP_VAR_INFO,VAR_INFO_UNIT,adimensional
AR-TF2,248,GRP_VAR_INFO,VAR_INFO_VARNAME,LW_IN_JSB
AR-TF2,248,GRP_VAR_INFO,VAR_INFO_DATE,201602081200
AR-TF2,248,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Longwave radiation, incoming, calculated from TA_F_MDS, SW_IN_F_MDS, VPD_F_MDS and SW_IN_POT using the JSBACH algorithm (Sonke Zaehle)"
AR-TF2,248,GRP_VAR_INFO,VAR_INFO_HEIGHT,2
AR-TF2,248,GRP_VAR_INFO,VAR_INFO_MODEL,[TA] TEMP-ElectResis. [SW_IN] RAD-Pyrrad-SW+LW. [RH] RH-Capac
AR-TF2,248,GRP_VAR_INFO,VAR_INFO_UNIT,W m-2
AR-TF2,249,GRP_VAR_INFO,VAR_INFO_VARNAME,LW_IN_JSB_QC
AR-TF2,249,GRP_VAR_INFO,VAR_INFO_DATE,201601010000
AR-TF2,249,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Quality flag for LW_IN_JSB, fraction between 0-1, indicating percentage of high quality. Calculated from quality of TA_F_MDS_QC, SW_IN_F_MDS_QC, and VPD_F_MDS_QC, poorest quality prevails. "
AR-TF2,249,GRP_VAR_INFO,VAR_INFO_UNIT,adimensional
AR-TF2,250,GRP_VAR_INFO,VAR_INFO_VARNAME,LW_IN_JSB_ERA
AR-TF2,250,GRP_VAR_INFO,VAR_INFO_DATE,201602081200
AR-TF2,250,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Longwave radiation, incoming, downscaled from ERA, linearly regressed using site level LW_IN_JSB calculated from measured only drivers. Average from half-hourly data"
AR-TF2,250,GRP_VAR_INFO,VAR_INFO_HEIGHT,2
